Order_ID,Order_Date,Region,Product_Category,Ship_Mode,Unit_Price,Quantity,Shipping_Cost,Delivery_Status,Total_Sales,Profit_Margin,Total_Profit,Estimated_Lead_Time,Actual_Delay_Days
ORD-100086,2025-10-07,Asia-Pacific,Automotive,Land Transport,1064.56,11,488.91,Delivered,11710.16,0.2176,2548.13,14,0
ORD-100087,2025-08-05,North America,Electronics,Air Priority,1452.59,7,163.82,Delivered,10168.13,0.0528,536.88,5,0
ORD-100088,2025-09-09,Europe,Home Decor,Land Transport,231.76,3,105.13,In Transit,695.28,0.1219,84.75,9,0
ORD-100089,2025-07-07,Latin America,Home Decor,Ocean Freight,319.89,12,476.81,Delayed,3838.68,0.2388,916.68,7,1
ORD-100090,2025-02-10,North America,Electronics,Land Transport,366.49,8,415.34,Delivered,2931.92,0.125,366.49,6,0
ORD-100091,2025-06-06,Asia-Pacific,Automotive,Ocean Freight,1822.4,4,435.3,Delayed,7289.6,0.1706,1243.61,4,8
ORD-100092,2025-01-15,Europe,Automotive,Ocean Freight,1365.87,5,237.98,Delivered,6829.35,0.2051,1400.7,4,0
ORD-100093,2025-10-28,Latin America,Automotive,Land Transport,1023.2,10,180.13,Delivered,10232.0,0.1399,1431.46,6,0
ORD-100094,2025-03-06,Asia-Pacific,Electronics,Land Transport,201.81,9,139.65,In Transit,1816.29,0.1642,298.23,6,0
ORD-100095,2025-12-11,Latin America,Fashion,Ocean Freight,1128.37,2,386.63,Delivered,2256.74,0.1166,263.14,13,0
ORD-100096,2025-11-23,Europe,Fashion,Land Transport,392.1,6,310.5,Delivered,2352.6,0.182,428.17,7,0
ORD-100097,2025-01-09,Europe,Healthcare,Air Priority,519.96,13,155.64,Delivered,6759.48,0.1098,742.19,5,0
ORD-100098,2025-12-10,Asia-Pacific,Home Decor,Air Priority,1938.51,4,439.55,Delivered,7754.04,0.2486,1927.65,11,0
ORD-100099,2025-05-09,Latin America,Home Decor,Land Transport,1466.52,5,240.53,In Transit,7332.6,0.0782,573.41,8,0
ORD-100100,2025-05-16,Middle East,Healthcare,Air Priority,257.12,13,12.91,Delivered,3342.56,0.1691,565.23,4,0
ORD-100101,2025-03-04,North America,Automotive,Air Priority,1586.72,14,186.05,Delivered,22214.08,0.0688,1528.33,5,0
ORD-100102,2025-05-19,Europe,Electronics,Ocean Freight,1250.71,2,496.29,Delayed,2501.42,0.2457,614.6,10,5
ORD-100103,2025-03-22,Latin America,Home Decor,Air Priority,649.43,11,184.2,Delivered,7143.73,0.1442,1030.13,8,0
ORD-100104,2025-06-12,Asia-Pacific,Automotive,Land Transport,866.01,12,449.47,In Transit,10392.12,0.1003,1042.33,10,0
ORD-100105,2025-10-16,Asia-Pacific,Fashion,Ocean Freight,653.79,2,95.7,Delayed,1307.58,0.1898,248.18,3,2
ORD-100106,2025-09-18,Europe,Automotive,Ocean Freight,1257.54,2,219.37,Delivered,2515.08,0.0566,142.35,12,0
ORD-100107,2025-08-19,Europe,Healthcare,Ocean Freight,822.91,1,307.38,Delivered,822.91,0.2347,193.14,3,0
ORD-100108,2025-02-10,Middle East,Electronics,Ocean Freight,779.2,13,277.53,Delivered,10129.6,0.2246,2275.11,7,0
ORD-100109,2025-01-28,Asia-Pacific,Home Decor,Ocean Freight,1776.09,10,328.78,Delivered,17760.9,0.1235,2193.47,6,0
ORD-100110,2025-05-15,Latin America,Healthcare,Ocean Freight,259.57,5,264.16,Delivered,1297.85,0.1185,153.8,6,0
ORD-100111,2025-07-20,North America,Fashion,Land Transport,1029.48,6,33.07,Delivered,6176.88,0.1893,1169.28,13,0
ORD-100112,2025-11-24,North America,Fashion,Air Priority,698.32,4,177.92,Delivered,2793.28,0.207,578.21,4,0
ORD-100113,2025-09-25,Middle East,Electronics,Air Priority,86.66,14,273.5,In Transit,1213.24,0.113,137.1,14,0
ORD-100114,2025-02-02,Latin America,Home Decor,Air Priority,513.91,1,265.54,Delivered,513.91,0.1794,92.2,4,0
ORD-100115,2025-02-17,North America,Fashion,Ocean Freight,1001.57,9,348.57,In Transit,9014.13,0.2452,2210.26,10,0
ORD-100116,2025-03-03,North America,Healthcare,Land Transport,1297.66,6,148.39,Delivered,7785.96,0.2291,1783.76,9,0
ORD-100117,2025-08-04,Latin America,Fashion,Ocean Freight,1628.24,5,145.16,Delivered,8141.2,0.208,1693.37,5,0
ORD-100118,2025-10-20,Latin America,Home Decor,Land Transport,1678.29,3,253.69,Delivered,5034.87,0.208,1047.25,14,0
ORD-100119,2025-04-09,Europe,Automotive,Air Priority,1389.37,3,75.62,Cancelled,4168.11,0.1654,689.41,8,0
ORD-100120,2025-06-21,North America,Fashion,Air Priority,1026.34,12,27.78,Delivered,12316.08,0.1709,2104.82,13,0
ORD-100121,2025-12-26,North America,Fashion,Land Transport,965.44,4,42.93,Delayed,3861.76,0.157,606.3,14,2
ORD-100122,2025-08-02,Middle East,Fashion,Ocean Freight,1765.78,9,89.32,Delivered,15892.02,0.1613,2563.38,3,0
ORD-100123,2025-02-04,Europe,Automotive,Ocean Freight,1799.16,7,273.98,Delivered,12594.12,0.1712,2156.11,9,0
ORD-100124,2025-08-15,Europe,Home Decor,Air Priority,392.26,1,127.77,In Transit,392.26,0.2328,91.32,9,0
ORD-100125,2025-04-11,North America,Healthcare,Land Transport,911.26,12,236.25,In Transit,10935.12,0.1745,1908.18,9,0
ORD-100126,2025-05-11,Asia-Pacific,Home Decor,Air Priority,1611.46,8,100.96,Delivered,12891.68,0.2288,2949.62,12,0
ORD-100127,2025-09-14,Asia-Pacific,Electronics,Land Transport,1310.89,12,137.72,Delivered,15730.68,0.2195,3452.88,4,0
ORD-100128,2025-01-05,Latin America,Healthcare,Land Transport,725.36,6,439.0,In Transit,4352.16,0.0739,321.62,3,0
ORD-100129,2025-08-06,Europe,Automotive,Ocean Freight,882.4,8,299.18,In Transit,7059.2,0.0738,520.97,7,0
ORD-100130,2025-09-12,North America,Electronics,Air Priority,1925.4,11,289.71,Delivered,21179.4,0.1843,3903.36,8,0
ORD-100131,2025-12-25,North America,Fashion,Air Priority,1559.16,13,144.67,Delivered,20269.08,0.2158,4374.07,14,0
ORD-100132,2025-10-10,North America,Fashion,Land Transport,1240.08,6,319.92,Delivered,7440.48,0.187,1391.37,4,0
ORD-100133,2025-07-26,Middle East,Home Decor,Ocean Freight,1970.65,8,388.97,Delivered,15765.2,0.249,3925.53,10,0
ORD-100134,2025-01-15,Asia-Pacific,Automotive,Air Priority,1572.64,14,406.72,In Transit,22016.96,0.2326,5121.14,8,0
ORD-100135,2025-12-12,Middle East,Automotive,Air Priority,473.01,2,256.16,Delivered,946.02,0.2307,218.25,10,0
ORD-100136,2025-02-11,North America,Fashion,Air Priority,531.78,9,187.87,Delivered,4786.02,0.1857,888.76,5,0
ORD-100137,2025-06-28,North America,Fashion,Air Priority,1550.01,2,71.26,Delivered,3100.02,0.1523,472.13,7,0
ORD-100138,2025-03-04,Europe,Automotive,Land Transport,187.04,2,313.6,Delivered,374.08,0.0887,33.18,8,0
ORD-100139,2025-12-18,Europe,Automotive,Air Priority,1965.12,11,208.9,In Transit,21616.32,0.2303,4978.24,9,0
ORD-100140,2025-08-19,Asia-Pacific,Home Decor,Air Priority,1414.88,4,157.49,Delivered,5659.52,0.1444,817.23,3,0
ORD-100141,2025-08-29,Latin America,Fashion,Land Transport,342.65,7,408.01,Delivered,2398.55,0.064,153.51,7,0
ORD-100142,2025-02-21,North America,Automotive,Ocean Freight,1911.97,4,442.72,Delivered,7647.88,0.0832,636.3,3,0
ORD-100143,2025-04-06,Europe,Electronics,Air Priority,1893.4,7,433.72,Delivered,13253.8,0.152,2014.58,5,0
ORD-100144,2025-08-10,Asia-Pacific,Electronics,Air Priority,85.54,13,143.57,Delivered,1112.02,0.1964,218.4,5,0
ORD-100145,2025-08-19,Middle East,Electronics,Land Transport,719.17,14,143.59,Delivered,10068.38,0.1715,1726.73,14,0
ORD-100146,2025-08-25,North America,Healthcare,Ocean Freight,234.48,7,220.46,In Transit,1641.36,0.2381,390.81,10,0
ORD-100147,2025-05-23,Latin America,Electronics,Air Priority,322.78,6,278.56,Delivered,1936.68,0.1307,253.12,11,0
ORD-100148,2025-06-20,Asia-Pacific,Automotive,Ocean Freight,1516.5,11,421.03,In Transit,16681.5,0.1074,1791.59,11,0
ORD-100149,2025-01-29,Latin America,Healthcare,Air Priority,463.38,6,179.47,Delivered,2780.28,0.0675,187.67,7,0
ORD-100150,2025-02-05,North America,Fashion,Ocean Freight,543.51,3,257.19,Delivered,1630.53,0.0533,86.91,3,0
ORD-100151,2025-01-13,Asia-Pacific,Automotive,Land Transport,185.0,11,282.64,Delivered,2035.0,0.2222,452.18,10,0
ORD-100152,2025-06-09,Europe,Electronics,Ocean Freight,1147.23,8,123.42,Delivered,9177.84,0.1577,1447.35,11,0
ORD-100153,2025-11-23,Latin America,Fashion,Land Transport,892.09,6,459.65,Delivered,5352.54,0.2029,1086.03,3,0
ORD-100154,2025-07-06,Middle East,Electronics,Ocean Freight,1689.12,9,320.41,Delivered,15202.08,0.0631,959.25,12,0
ORD-100155,2025-08-31,Middle East,Home Decor,Air Priority,1861.31,6,190.35,Delivered,11167.86,0.0981,1095.57,6,0
ORD-100156,2025-03-27,Latin America,Healthcare,Land Transport,309.39,6,216.1,Delayed,1856.34,0.1292,239.84,14,6
ORD-100157,2025-10-11,North America,Fashion,Ocean Freight,1584.22,7,85.71,Delivered,11089.54,0.1119,1240.92,13,0
ORD-100158,2025-03-07,North America,Electronics,Ocean Freight,111.28,3,451.53,Delayed,333.84,0.0509,16.99,11,9
ORD-100159,2025-06-19,North America,Home Decor,Air Priority,1509.04,1,126.4,Delivered,1509.04,0.1075,162.22,7,0
ORD-100160,2025-02-14,Middle East,Healthcare,Land Transport,612.69,13,48.64,Delivered,7964.97,0.0667,531.26,5,0
ORD-100161,2025-03-03,Middle East,Electronics,Ocean Freight,1488.75,10,451.83,In Transit,14887.5,0.1564,2328.41,4,0
ORD-100162,2025-05-14,Europe,Automotive,Land Transport,1721.05,1,309.29,In Transit,1721.05,0.1812,311.85,10,0
ORD-100163,2025-10-11,North America,Home Decor,Land Transport,1546.39,3,181.11,Delayed,4639.17,0.1903,882.83,8,2
ORD-100164,2025-01-28,Middle East,Fashion,Air Priority,443.96,10,256.1,Delivered,4439.6,0.2358,1046.86,7,0
ORD-100165,2025-04-18,Middle East,Electronics,Air Priority,639.69,2,182.42,In Transit,1279.38,0.2443,312.55,7,0
ORD-100166,2025-02-13,North America,Fashion,Ocean Freight,769.82,12,356.77,Delivered,9237.84,0.1988,1836.48,6,0
ORD-100167,2025-12-06,North America,Automotive,Ocean Freight,589.29,12,362.83,Delivered,7071.48,0.1055,746.04,11,0
ORD-100168,2025-10-13,Middle East,Fashion,Land Transport,933.9,7,489.61,Delayed,6537.3,0.217,1418.59,9,2
ORD-100169,2025-11-27,Latin America,Home Decor,Land Transport,1102.52,6,376.75,In Transit,6615.12,0.1303,861.95,11,0
ORD-100170,2025-05-08,Middle East,Healthcare,Air Priority,312.58,3,211.2,In Transit,937.74,0.1641,153.88,12,0
ORD-100171,2025-12-14,Europe,Electronics,Land Transport,86.01,5,488.77,Delivered,430.05,0.1771,76.16,4,0
ORD-100172,2025-08-19,Asia-Pacific,Healthcare,Air Priority,827.66,6,123.49,Delivered,4965.96,0.1105,548.74,9,0
ORD-100173,2025-07-09,North America,Electronics,Land Transport,1792.72,1,44.13,Delivered,1792.72,0.051,91.43,4,0
ORD-100174,2025-08-13,Europe,Fashion,Land Transport,1648.82,10,127.05,Delivered,16488.2,0.0894,1474.05,3,0
ORD-100175,2025-10-10,Latin America,Fashion,Land Transport,1826.19,2,249.61,Delivered,3652.38,0.112,409.07,8,0
ORD-100176,2025-05-01,Asia-Pacific,Home Decor,Ocean Freight,1189.6,5,131.38,Delivered,5948.0,0.1945,1156.89,13,0
ORD-100177,2025-04-26,Middle East,Fashion,Air Priority,1461.28,7,493.04,In Transit,10228.96,0.2485,2541.9,14,0
ORD-100178,2025-08-21,North America,Automotive,Air Priority,1319.35,9,24.98,Delivered,11874.15,0.0556,660.2,4,0
ORD-100179,2025-09-16,Middle East,Home Decor,Air Priority,985.56,6,177.51,Cancelled,5913.36,0.0723,427.54,9,0
ORD-100180,2025-12-25,Europe,Electronics,Air Priority,507.48,10,380.78,Delivered,5074.8,0.1855,941.38,4,0
ORD-100181,2025-07-17,North America,Fashion,Land Transport,228.12,14,299.42,Delayed,3193.68,0.2261,722.09,4,3
ORD-100182,2025-05-17,Middle East,Electronics,Air Priority,1536.29,9,312.97,Delivered,13826.61,0.13,1797.46,8,0
ORD-100183,2025-11-14,North America,Fashion,Air Priority,1736.82,2,384.79,Delivered,3473.64,0.1403,487.35,8,0
ORD-100184,2025-06-14,Europe,Home Decor,Land Transport,625.48,6,309.69,Delivered,3752.88,0.2391,897.31,3,0
ORD-100185,2025-08-13,Middle East,Automotive,Air Priority,1530.47,2,152.31,Delivered,3060.94,0.1133,346.8,14,0
ORD-100186,2025-11-03,Asia-Pacific,Electronics,Air Priority,1728.92,13,107.43,Delayed,22475.96,0.1116,2508.32,5,1
ORD-100187,2025-08-22,Latin America,Healthcare,Ocean Freight,1887.33,5,224.36,Delivered,9436.65,0.0862,813.44,14,0
ORD-100188,2025-06-21,Middle East,Fashion,Air Priority,378.53,7,294.95,Delayed,2649.71,0.1481,392.42,11,8
ORD-100189,2025-06-01,North America,Home Decor,Air Priority,611.53,2,246.61,Delivered,1223.06,0.1378,168.54,10,0
ORD-100190,2025-11-11,Middle East,Electronics,Air Priority,876.27,4,393.71,Delivered,3505.08,0.0892,312.65,14,0
ORD-100191,2025-06-09,North America,Home Decor,Land Transport,264.18,11,231.52,Delivered,2905.98,0.0942,273.74,7,0
ORD-100192,2025-04-06,Europe,Electronics,Air Priority,462.67,13,417.35,In Transit,6014.71,0.0585,351.86,6,0
ORD-100193,2025-08-21,Latin America,Automotive,Air Priority,147.18,10,386.03,Delivered,1471.8,0.1233,181.47,3,0
ORD-100194,2025-06-29,North America,Fashion,Ocean Freight,1467.22,2,167.44,Delayed,2934.44,0.1277,374.73,8,3
ORD-100195,2025-04-23,Middle East,Electronics,Ocean Freight,1149.65,5,181.5,Delivered,5748.25,0.1059,608.74,13,0
ORD-100196,2025-11-14,Europe,Healthcare,Air Priority,1206.44,14,496.98,Delivered,16890.16,0.2336,3945.54,3,0
ORD-100197,2025-02-21,Asia-Pacific,Fashion,Air Priority,1542.97,8,93.06,Delivered,12343.76,0.0526,649.28,3,0
ORD-100198,2025-09-25,Middle East,Fashion,Ocean Freight,211.43,3,30.16,Delayed,634.29,0.1822,115.57,5,9
ORD-100199,2025-10-22,Latin America,Home Decor,Land Transport,262.21,6,80.14,Delivered,1573.26,0.0641,100.85,13,0
ORD-100200,2025-04-23,Europe,Fashion,Land Transport,99.63,2,234.31,Delivered,199.26,0.1565,31.18,7,0
ORD-100201,2025-04-11,Middle East,Electronics,Air Priority,333.22,9,493.09,In Transit,2998.98,0.076,227.92,4,0
ORD-100202,2025-04-23,North America,Automotive,Land Transport,913.5,14,469.56,Delivered,12789.0,0.1481,1894.05,12,0
ORD-100203,2025-03-22,North America,Electronics,Air Priority,429.11,2,297.67,Delivered,858.22,0.1197,102.73,4,0
ORD-100204,2025-07-06,North America,Fashion,Ocean Freight,1520.97,2,317.26,In Transit,3041.94,0.1273,387.24,4,0
ORD-100205,2025-04-23,Middle East,Healthcare,Land Transport,1115.9,1,469.08,Delivered,1115.9,0.2207,246.28,11,0
ORD-100206,2025-01-02,Latin America,Healthcare,Ocean Freight,1782.99,4,32.3,Delayed,7131.96,0.184,1312.28,7,4
ORD-100207,2025-05-10,North America,Electronics,Air Priority,1128.45,2,240.98,Delivered,2256.9,0.1484,334.92,5,0
ORD-100208,2025-08-08,Middle East,Electronics,Air Priority,1617.66,5,380.77,In Transit,8088.3,0.2276,1840.9,10,0
ORD-100209,2025-02-23,Middle East,Electronics,Ocean Freight,1757.83,6,200.83,Delivered,10546.98,0.1976,2084.08,10,0
ORD-100210,2025-12-09,Latin America,Electronics,Ocean Freight,1455.07,13,51.04,Delivered,18915.91,0.0976,1846.19,6,0
ORD-100211,2025-08-12,Europe,Home Decor,Land Transport,1417.07,8,393.5,Delivered,11336.56,0.1426,1616.59,5,0
ORD-100212,2025-08-13,Europe,Electronics,Land Transport,501.02,3,53.09,Delivered,1503.06,0.1359,204.27,10,0
